# Ionospheric field model derived using DIFI
# created on 11-Sep-2021 02:41:08
60	12	0	4	-2	2	 9.69000000e+00	 2.87380000e+02	 1.10000000e+02	 1.48500000e-02
001	+00	 2.98432289e-02	-5.06779456e-02	 2.78995873e-02	-1.44186822e-02	-1.06471889e-03	 8.64430867e-03	-8.30555658e-03	 5.51991525e-04	-2.83049018e-03	 7.52230753e-03	-1.16911366e-01	-1.97465752e-02	-6.80428166e-02	 6.71797946e-02	-4.36017878e-03	 1.49189285e-02	 4.54961842e-02	-2.68911539e-02	 3.10889308e-03	 3.60567062e-02	-8.83283839e-01	 0.00000000e+00	-9.56061181e-02	-2.06876034e-01	 1.34073413e-01	-1.65249999e-02	 8.37210084e-02	-6.57645187e-02	-2.92522810e-02	-6.71449238e-02	-1.16911366e-01	 1.97465752e-02	-7.42564255e-02	 5.89996425e-02	 1.03805029e-02	 3.47126856e-02	 4.87499758e-02	-3.10273083e-02	 9.83182681e-03	 2.12429207e-02	 2.98432289e-02	 5.06779456e-02	-1.03385759e-02	 2.43621120e-02	 8.55014382e-03	 8.96652039e-03	 2.42461348e-02	-3.05964469e-02	 2.59794859e-04	 6.53876727e-03
001	+01	 2.63831462e-02	 1.16637956e-02	 7.38824181e-02	 8.09009432e-02	-1.61241410e-02	-1.13733296e-02	 1.18688564e-02	 2.90932242e-02	-1.65124389e-02	 1.16996460e-02	-4.15193432e-02	-2.18388346e-02	 7.15185248e-03	 3.40065602e-01	-9.26618967e-02	-1.04043614e-02	-9.47790866e-03	 8.81886439e-03	-2.27762552e-03	-2.39987556e-02	-1.36037635e-01	 0.00000000e+00	 1.33752225e-02	-4.56522397e-01	 2.27311234e-01	-9.39766197e-02	 1.76289761e-02	-1.67338800e-02	-1.16158775e-02	-2.55160120e-02	-4.15193432e-02	 2.18388346e-02	-1.60768273e-02	 7.23938267e-02	-9.40593763e-02	 3.68145164e-02	-3.06693673e-03	 8.41271038e-03	 2.45010296e-02	-1.21232953e-02	 2.63831462e-02	-1.16637956e-02	 4.37163874e-02	 1.11272678e-01	-1.14602463e-02	-2.07640311e-02	-9.89164057e-03	 8.51516167e-03	-1.30071211e-02	-4.64007337e-03
001	-01	-4.18680655e-02	-5.91897142e-03	 9.88633035e-02	-8.20444299e-02	-1.63815159e-02	 8.84545803e-02	 6.85557105e-03	-1.41775864e-02	 2.70863129e-02	 6.51651838e-03	 2.51085928e-03	-5.29668741e-02	 2.64196142e-01	-1.82554605e-02	-2.04837906e-03	 1.14202638e-01	 5.16999222e-03	 5.33995311e-03	-2.03467998e-02	 2.84600770e-03	-2.85820330e-02	 0.00000000e+00	-4.18273070e-01	 3.59591200e-01	-1.67598815e-01	-3.08820972e-01	 9.92517615e-02	-6.30322343e-02	-6.64540595e-02	 3.11401586e-02	 2.51085928e-03	 5.29668741e-02	 3.21817776e-02	 3.94941079e-02	 7.60718377e-02	 7.60316612e-02	 5.68941865e-02	-2.82115744e-03	-1.47127393e-02	-1.56175747e-02	-4.18680655e-02	 5.91897142e-03	 1.00320100e-01	-5.33301995e-02	-1.50752788e-02	 3.69632733e-02	-3.31030751e-02	-1.32870050e-02	 8.07611406e-03	-6.84191395e-03
002	+00	 6.76786286e-02	-1.93904923e-02	-2.01858914e-02	 2.48920943e-02	 1.39807738e-02	 7.71262634e-03	-9.00328560e-03	 1.30831209e-02	 3.68676201e-03	-7.44602396e-04	 3.34407286e-01	 1.45500596e-01	-1.05665350e-01	 4.03030667e-02	-3.17100224e-02	-5.42860298e-03	 1.93829562e-02	-1.69544603e-02	 1.46952166e-03	 4.23748991e-03	 1.57882492e-01	 0.00000000e+00	 3.63468528e-01	-1.34921322e-01	 1.32187679e-01	 6.95300469e-02	-2.18594232e-02	-5.96205760e-02	 1.21330656e-02	-2.46889667e-02	 3.34407286e-01	-1.45500596e-01	-6.30289515e-02	 6.43933981e-02	-3.23625876e-02	 2.18852151e-02	 1.48395827e-02	-2.08866920e-02	 1.68432652e-03	-5.12343679e-03	 6.76786286e-02	 1.93904923e-02	-1.10574820e-02	 1.88199176e-02	 7.32168124e-03	-1.77260530e-02	-3.96576885e-03	 1.87145407e-03	-2.07733173e-03	 1.01412951e-02
002	+01	-5.98769876e-03	 2.38216927e-02	-8.59952248e-02	-1.10068858e-01	-2.24457964e-02	-3.84105948e-02	-9.40411739e-03	 5.81459589e-03	 1.15252149e-02	 4.61646014e-03	-1.17520855e-01	-5.72204964e-02	 1.28962009e-01	 4.03471876e-02	-6.97877504e-02	-1.24332266e-01	 1.22445971e-02	-8.05587748e-03	 1.05746088e-02	 1.61742441e-02	-3.16646997e-02	 0.00000000e+00	 1.92491709e+00	-1.35545355e-01	-9.06383725e-02	 2.38572139e-01	 9.85235645e-02	 2.69713467e-02	-4.49287228e-02	-2.84030196e-02	-1.17520855e-01	 5.72204964e-02	 1.52525167e-01	 1.14687154e-01	-6.40765286e-02	-4.00251812e-02	-1.37552858e-02	-3.34037900e-02	-2.06812296e-02	 1.16194764e-02	-5.98769876e-03	-2.38216927e-02	-1.19167098e-01	-9.80012940e-02	-2.95125544e-02	-4.61002383e-02	-3.14186877e-03	 1.54811559e-02	 1.18965264e-02	 1.18265219e-02
002	-01	 9.62629576e-03	-7.22958889e-03	-5.00729962e-02	 7.59935867e-02	-9.29291064e-03	 1.24761154e-02	-3.34162795e-03	 1.52676968e-02	 7.45489721e-03	-1.24825379e-02	 4.48755851e-02	-1.57297995e-02	 5.12658169e-02	-4.89289266e-02	-1.07804526e-01	 4.89569018e-02	 3.47991322e-03	 2.77292026e-02	 1.02440584e-02	-9.35872560e-03	 1.25409465e-02	 0.00000000e+00	-2.44534175e-01	-1.90508478e+00	 2.09853186e-01	 2.71739687e-02	-3.29309326e-03	-4.42316287e-02	-3.25338485e-02	 6.10367955e-02	 4.48755851e-02	 1.57297995e-02	 1.02089864e-01	-1.16682939e-01	-2.54228104e-02	 6.56252824e-02	 1.38421648e-02	 2.50193854e-02	-1.47109463e-02	 3.56736838e-02	 9.62629576e-03	 7.22958889e-03	-6.92995790e-02	 1.16001128e-01	-4.59859523e-02	-3.79163984e-03	 6.35100493e-03	-4.87377065e-03	 1.93622222e-02	 1.66174954e-03
002	+02	 1.02696802e-02	-2.43835869e-03	 2.20122373e-03	 3.75546572e-02	-4.73250845e-02	-6.07955527e-02	 1.53221459e-02	 9.94457417e-03	-9.38339464e-03	-9.28577688e-03	-1.62630847e-02	 8.56909382e-03	-3.61420555e-02	-3.02185491e-02	 1.66371635e-01	-3.24983133e-01	 4.58104388e-02	-1.16930493e-02	-1.34309253e-02	-2.19156316e-02	-1.82619337e-01	 0.00000000e+00	 7.31111922e-03	-1.23627257e-01	 6.67546028e-02	 5.02244167e-01	-1.39187554e-01	 7.53807514e-02	-1.57645288e-02	-8.64109345e-04	-1.62630847e-02	-8.56909382e-03	 9.54385209e-02	 1.95514605e-02	 2.51559415e-01	-3.24715951e-01	 2.45572552e-02	-1.13991998e-02	-2.67370781e-02	-2.35152629e-02	 1.02696802e-02	 2.43835869e-03	 2.46382296e-02	 2.63957722e-02	-2.71136616e-02	-6.30147526e-02	 1.52672447e-02	 8.06210387e-03	-1.18118885e-02	 6.48464711e-04
002	-02	-1.92375517e-02	 3.29643416e-04	 3.64895724e-02	-3.98977124e-02	-4.10956122e-02	 1.01516659e-01	 2.30027559e-03	-3.97605321e-02	 8.31564577e-03	-3.96872017e-03	-1.57321872e-02	-9.10194048e-03	-8.80528199e-03	 2.78106406e-02	-3.61868116e-01	-1.36384787e-01	-3.18037371e-02	-2.39281346e-02	-6.19237681e-03	-3.33907858e-03	 7.54881314e-02	 0.00000000e+00	-6.25037168e-04	 7.48629846e-02	 3.49652382e-01	 1.44745193e-02	 1.62163985e-01	 1.22167291e-01	-6.14959957e-02	-4.95665605e-03	-1.57321872e-02	 9.10194048e-03	 3.26318194e-03	-8.93615913e-02	-3.66015438e-01	-2.54621614e-01	-1.10181639e-02	-1.43712858e-02	-1.30094375e-02	 1.88559954e-02	-1.92375517e-02	-3.29643416e-04	 3.21804620e-02	-1.92387579e-02	-6.15147507e-02	 6.58806764e-02	 7.04366974e-03	-2.26373337e-02	 7.18010473e-03	-1.42282291e-03
003	+00	-1.60347830e-01	-3.11697114e-02	 1.28815255e-03	 1.63564753e-02	-2.69963414e-02	-1.77010276e-02	-5.46267243e-03	-1.06104038e-02	-4.45715224e-03	 1.12290152e-02	 3.28052859e-02	-2.72965036e-02	-1.78680669e-01	-1.35170638e-01	-2.03728911e-02	 1.40007934e-02	 1.98132198e-02	-2.07078711e-02	 7.47056953e-04	 9.31437377e-03	 4.92941516e-01	 0.00000000e+00	-1.21684910e-01	-8.31656637e-02	 1.98889407e-01	-7.50265617e-03	-5.92319871e-02	-3.76123786e-02	 9.54962654e-03	-3.72479450e-02	 3.28052859e-02	 2.72965036e-02	-1.58650094e-01	-2.76159478e-02	-7.89126219e-03	 3.58476366e-02	 3.32711495e-03	-1.53853718e-02	-1.00381400e-03	 2.30603221e-03	-1.60347830e-01	 3.11697114e-02	 7.82222972e-03	 3.97184425e-03	-2.57847680e-02	-1.89741685e-02	 9.69218392e-03	-1.18955941e-02	 3.39360445e-03	 5.43493452e-03
003	+01	 4.41147645e-02	 1.60401977e-02	-2.82074949e-02	 2.87047489e-02	-5.68185125e-03	-1.08762449e-02	-1.34238472e-02	-2.33969992e-04	 5.17162343e-03	 1.07034113e-03	 5.31878647e-02	 7.97815122e-03	-2.26553673e-01	-1.41097860e-01	 1.92159462e-03	-2.53984352e-02	-1.23090280e-02	 2.40083833e-04	 1.69441953e-02	-8.22840988e-03	-1.02653859e-01	 0.00000000e+00	-1.32741423e-01	-7.70110513e-03	-1.52935397e-01	 1.54588194e-01	-6.28153602e-02	 1.20943630e-03	-2.35258524e-03	 1.08973670e-02	 5.31878647e-02	-7.97815122e-03	-1.84255338e-01	 2.71209063e-02	 1.06344132e-02	-2.52662422e-02	-1.36316352e-02	-5.81734537e-03	 7.34896258e-03	 4.70718006e-04	 4.41147645e-02	-1.60401977e-02	-1.58049843e-02	 4.74243900e-03	 1.55795067e-02	-6.04489849e-03	-1.00896127e-02	-1.60690443e-02	 1.10387400e-02	 3.37212228e-05
